"PASSENGERS","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST","DEST_STATE_ABR","YEAR","MONTH",
0.00,14730,"SDF","KY","JFK","NY",2020,1,
0.00,14730,"SDF","KY","RSW","FL",2020,1,
0.00,14730,"SDF","KY","PNS","FL",2020,1,
0.00,14730,"SDF","KY","MCO","FL",2020,1,
0.00,14730,"SDF","KY","MHT","NH",2020,1,
0.00,14730,"SDF","KY","PBI","FL",2020,1,
0.00,14730,"SDF","KY","RIC","VA",2020,1,
0.00,14730,"SDF","KY","FSD","SD",2020,1,
0.00,14730,"SDF","KY","DSM","IA",2020,1,
0.00,14730,"SDF","KY","OKC","OK",2020,1,
0.00,14730,"SDF","KY","LFT","LA",2020,1,
0.00,14730,"SDF","KY","LIT","AR",2020,1,
0.00,12217,"HSV","AL","SHV","LA",2020,1,
0.00,12217,"HSV","AL","SDF","KY",2020,1,
0.00,10257,"ALB","NY","SYR","NY",2020,1,
0.00,10257,"ALB","NY","PVD","RI",2020,1,
0.00,10257,"ALB","NY","BDL","CT",2020,1,
0.00,11423,"DSM","IA","CID","IA",2020,1,
0.00,11423,"DSM","IA","SDF","KY",2020,1,
0.00,11775,"FSD","SD","ONT","CA",2020,1,
0.00,11775,"FSD","SD","MHR","CA",2020,1,
0.00,11775,"FSD","SD","SDF","KY",2020,1,
0.00,12478,"JFK","NY","RFD","IL",2020,1,
0.00,12478,"JFK","NY","PHL","PA",2020,1,
0.00,12478,"JFK","NY","ANC","AK",2020,1,
0.00,12478,"JFK","NY","SDF","KY",2020,1,
0.00,12951,"LFT","LA","JAN","MS",2020,1,
0.00,12951,"LFT","LA","SDF","KY",2020,1,
0.00,12992,"LIT","AR","ELP","TX",2020,1,
0.00,12992,"LIT","AR","MEM","TN",2020,1,
0.00,12992,"LIT","AR","SDF","KY",2020,1,
0.00,13204,"MCO","FL","MIA","FL",2020,1,
0.00,13204,"MCO","FL","TPA","FL",2020,1,
0.00,13204,"MCO","FL","PHL","PA",2020,1,
0.00,13204,"MCO","FL","DFW","TX",2020,1,
0.00,13204,"MCO","FL","CAE","SC",2020,1,
0.00,13204,"MCO","FL","SDF","KY",2020,1,
0.00,13296,"MHT","NH","EWR","NJ",2020,1,
0.00,13296,"MHT","NH","PHL","PA",2020,1,
0.00,13296,"MHT","NH","BOS","MA",2020,1,
0.00,13296,"MHT","NH","SDF","KY",2020,1,
0.00,13851,"OKC","OK","ONT","CA",2020,1,
0.00,13851,"OKC","OK","TUL","OK",2020,1,
0.00,13851,"OKC","OK","SDF","KY",2020,1,
0.00,14027,"PBI","FL","SDF","KY",2020,1,
0.00,14193,"PNS","FL","MSY","LA",2020,1,
0.00,14193,"PNS","FL","ABY","GA",2020,1,
0.00,14193,"PNS","FL","SDF","KY",2020,1,
0.00,14524,"RIC","VA","BWI","MD",2020,1,
0.00,14524,"RIC","VA","ORF","VA",2020,1,
0.00,14524,"RIC","VA","PHL","PA",2020,1,
0.00,14524,"RIC","VA","IAD","VA",2020,1,
0.00,14524,"RIC","VA","BOS","MA",2020,1,
0.00,14524,"RIC","VA","SDF","KY",2020,1,
0.00,14843,"SJU","PR","LCK","OH",2020,1,
0.00,15016,"STL","MO","COU","MO",2020,1,
0.00,11066,"CMH","OH","YIP","MI",2020,1,
0.00,11267,"DAY","OH","YIP","MI",2020,1,
0.00,16091,"YIP","MI","CMH","OH",2020,1,
0.00,16091,"YIP","MI","DAY","OH",2020,1,
0.00,16091,"YIP","MI","SBN","IN",2020,1,
0.00,16091,"YIP","MI","SCE","PA",2020,1,
0.00,16091,"YIP","MI","MSN","WI",2020,1,
0.00,13485,"MSN","WI","CLL","TX",2020,1,
0.00,14711,"SCE","PA","YIP","MI",2020,1,
0.00,11049,"CLL","TX","ADS","TX",2020,1,
0.00,10171,"ADS","TX","CLL","TX",2020,1,
0.00,12917,"LCK","OH","YIP","MI",2020,1,
0.00,14696,"SBN","IN","SCE","PA",2020,1,
0.00,13061,"LRD","TX","LRD","TX",2020,1,
0.00,13061,"LRD","TX","PHF","VA",2020,1,
0.00,13061,"LRD","TX","DPA","IL",2020,1,
0.00,13061,"LRD","TX","NYL","AZ",2020,1,
0.00,14098,"PHF","VA","LRD","TX",2020,1,
0.00,14098,"PHF","VA","BHM","AL",2020,1,
0.00,14098,"PHF","VA","ADS","TX",2020,1,
0.00,14761,"SFB","FL","PHF","VA",2020,1,
0.00,14761,"SFB","FL","SFB","FL",2020,1,
0.00,10599,"BHM","AL","LRD","TX",2020,1,
0.00,12878,"LAF","IN","PHF","VA",2020,1,
0.00,15370,"TUL","OK","LAF","IN",2020,1,
0.00,10171,"ADS","TX","LRD","TX",2020,1,
0.00,11376,"DPA","IL","PHF","VA",2020,1,
0.00,13785,"NYL","AZ","LAF","IN",2020,1,
0.00,13785,"NYL","AZ","TUL","OK",2020,1,
0.00,11122,"CPR","WY","OKC","OK",2020,1,
0.00,11612,"EVV","IN","DAL","TX",2020,1,
0.00,14696,"SBN","IN","LNK","NE",2020,1,
0.00,14696,"SBN","IN","MSP","MN",2020,1,
0.00,14524,"RIC","VA","MEM","TN",2020,1,
0.00,11042,"CLE","OH","IND","IN",2020,1,
0.00,11433,"DTW","MI","SYR","NY",2020,1,
0.00,11433,"DTW","MI","PIT","PA",2020,1,
0.00,14685,"SAV","GA","CMH","OH",2020,1,
0.00,13930,"ORD","IL","IAD","VA",2020,1,
0.00,15016,"STL","MO","MSN","WI",2020,1,
0.00,15016,"STL","MO","DCA","VA",2020,1,
0.00,11066,"CMH","OH","DTW","MI",2020,1,
0.00,11618,"EWR","NJ","ELM","NY",2020,1,
0.00,10874,"CAK","OH","CLE","OH",2020,1,
0.00,10874,"CAK","OH","DCA","VA",2020,1,
0.00,12451,"JAX","FL","BUF","NY",2020,1,
0.00,12451,"JAX","FL","CAK","OH",2020,1,
0.00,12451,"JAX","FL","ORF","VA",2020,1,
0.00,10821,"BWI","MD","DCA","VA",2020,1,
0.00,15096,"SYR","NY","ALB","NY",2020,1,
0.00,15096,"SYR","NY","STL","MO",2020,1,
0.00,15096,"SYR","NY","JAX","FL",2020,1,
0.00,12339,"IND","IN","DAY","OH",2020,1,
0.00,14492,"RDU","NC","SAV","GA",2020,1,
0.00,14100,"PHL","PA","DCA","VA",2020,1,
0.00,14307,"PVD","RI","IND","IN",2020,1,
0.00,12264,"IAD","VA","MKE","WI",2020,1,
0.00,10693,"BNA","TN","LGA","NY",2020,1,
0.00,10693,"BNA","TN","CHS","SC",2020,1,
0.00,10693,"BNA","TN","PWM","ME",2020,1,
0.00,10257,"ALB","NY","SYR","NY",2020,1,
0.00,10785,"BTV","VT","CLE","OH",2020,1,
0.00,10785,"BTV","VT","DTW","MI",2020,1,
0.00,10785,"BTV","VT","SYR","NY",2020,1,
0.00,10785,"BTV","VT","DCA","VA",2020,1,
0.00,10994,"CHS","SC","DCA","VA",2020,1,
0.00,10994,"CHS","SC","GRR","MI",2020,1,
0.00,11278,"DCA","VA","IND","IN",2020,1,
0.00,14321,"PWM","ME","DTW","MI",2020,1,
0.00,14321,"PWM","ME","DCA","VA",2020,1,
0.00,14524,"RIC","VA","SYR","NY",2020,1,
0.00,13487,"MSP","MN","BJI","MN",2020,1,
0.00,10631,"BJI","MN","MSP","MN",2020,1,
0.00,10631,"BJI","MN","BRD","MN",2020,1,
0.00,10739,"BRD","MN","MSP","MN",2020,1,
0.00,12807,"KSM","AK","BET","AK",2020,1,
0.00,12807,"KSM","AK","ANC","AK",2020,1,
0.00,10551,"BET","AK","EDF","AK",2020,1,
0.00,10551,"BET","AK","ANC","AK",2020,1,
0.00,10754,"BRW","AK","SCC","AK",2020,1,
0.00,10754,"BRW","AK","ANC","AK",2020,1,
0.00,13873,"OME","AK","MCG","AK",2020,1,
0.00,13873,"OME","AK","OTZ","AK",2020,1,
0.00,13873,"OME","AK","SCC","AK",2020,1,
0.00,13873,"OME","AK","ANC","AK",2020,1,
0.00,13970,"OTZ","AK","SCC","AK",2020,1,
0.00,13970,"OTZ","AK","ANC","AK",2020,1,
0.00,14709,"SCC","AK","BRW","AK",2020,1,
0.00,10299,"ANC","AK","KSM","AK",2020,1,
0.00,10299,"ANC","AK","BET","AK",2020,1,
0.00,10299,"ANC","AK","BRW","AK",2020,1,
0.00,10299,"ANC","AK","OME","AK",2020,1,
0.00,10299,"ANC","AK","OTZ","AK",2020,1,
0.00,10299,"ANC","AK","SCC","AK",2020,1,
0.00,15016,"STL","MO","PAE","WA",2020,1,
0.00,14125,"PIZ","AK","SCC","AK",2020,1,
0.00,10247,"AKP","AK","SCC","AK",2020,1,
0.00,10559,"BFI","WA","ANC","AK",2020,1,
0.00,12003,"GTF","MT","STL","MO",2020,1,
0.00,10033,"A20","AK","FAI","AK",2020,1,
0.00,10033,"A20","AK","SCC","AK",2020,1,
0.00,10033,"A20","AK","ANC","AK",2020,1,
0.00,13196,"MCG","AK","ANC","AK",2020,1,
0.00,10225,"AIN","AK","SCC","AK",2020,1,
0.00,10165,"ADK","AK","ANC","AK",2020,1,
0.00,10754,"BRW","AK","SCC","AK",2020,1,
0.00,10754,"BRW","AK","ANC","AK",2020,1,
0.00,11630,"FAI","AK","AKP","AK",2020,1,
0.00,12523,"JNU","AK","ANC","AK",2020,1,
0.00,14709,"SCC","AK","A20","AK",2020,1,
0.00,14709,"SCC","AK","AIN","AK",2020,1,
0.00,14709,"SCC","AK","BRW","AK",2020,1,
0.00,10299,"ANC","AK","PIZ","AK",2020,1,
0.00,10299,"ANC","AK","GTF","MT",2020,1,
0.00,10299,"ANC","AK","ADK","AK",2020,1,
0.00,10299,"ANC","AK","JNU","AK",2020,1,
0.00,10299,"ANC","AK","DUT","AK",2020,1,
0.00,10299,"ANC","AK","ANC","AK",2020,1,
0.00,11445,"DUT","AK","ANC","AK",2020,1,
0.00,11042,"CLE","OH","ORD","IL",2020,1,
0.00,11042,"CLE","OH","EWR","NJ",2020,1,
0.00,13303,"MIA","FL","ORD","IL",2020,1,
0.00,12266,"IAH","TX","ORD","IL",2020,1,
0.00,12266,"IAH","TX","CRP","TX",2020,1,
0.00,11618,"EWR","NJ","ILM","NC",2020,1,
0.00,12339,"IND","IN","ORD","IL",2020,1,
0.00,14100,"PHL","PA","EWR","NJ",2020,1,
0.00,12264,"IAD","VA","ORD","IL",2020,1,
0.00,10423,"AUS","TX","IAH","TX",2020,1,
0.00,11042,"CLE","OH","MIA","FL",2020,1,
0.00,14635,"RSW","FL","TPA","FL",2020,1,
0.00,14635,"RSW","FL","LAX","CA",2020,1,
0.00,14635,"RSW","FL","LIH","HI",2020,1,
0.00,14635,"RSW","FL","SNA","CA",2020,1,
0.00,14635,"RSW","FL","COS","CO",2020,1,
0.00,11433,"DTW","MI","LIH","HI",2020,1,
0.00,13303,"MIA","FL","SAT","TX",2020,1,
0.00,13303,"MIA","FL","PBI","FL",2020,1,
0.00,13930,"ORD","IL","STL","MO",2020,1,
0.00,13930,"ORD","IL","BIL","MT",2020,1,
0.00,13930,"ORD","IL","FSD","SD",2020,1,
0.00,15016,"STL","MO","EWR","NJ",2020,1,
0.00,14683,"SAT","TX","SNA","CA",2020,1,
0.00,11638,"FAT","CA","SFO","CA",2020,1,
0.00,12266,"IAH","TX","CLT","NC",2020,1,
0.00,12266,"IAH","TX","KOA","HI",2020,1,
0.00,11618,"EWR","NJ","STL","MO",2020,1,
0.00,11618,"EWR","NJ","ORF","VA",2020,1,
0.00,11618,"EWR","NJ","LGA","NY",2020,1,
0.00,11618,"EWR","NJ","DSM","IA",2020,1,
0.00,13891,"ONT","CA","ABQ","NM",2020,1,
0.00,14262,"PSP","CA","IAH","TX",2020,1,
0.00,14689,"SBA","CA","IAD","VA",2020,1,
0.00,14893,"SMF","CA","SLC","UT",2020,1,
0.00,14893,"SMF","CA","RNO","NV",2020,1,
0.00,14893,"SMF","CA","COS","CO",2020,1,
0.00,13871,"OMA","NE","EWR","NJ",2020,1,
0.00,15304,"TPA","FL","PIT","PA",2020,1,
0.00,15304,"TPA","FL","DFW","TX",2020,1,
0.00,15304,"TPA","FL","SNA","CA",2020,1,
0.00,11292,"DEN","CO","GTF","MT",2020,1,
0.00,11292,"DEN","CO","EGE","CO",2020,1,
0.00,11292,"DEN","CO","HDN","CO",2020,1,
0.00,14869,"SLC","UT","SAN","CA",2020,1,
0.00,14869,"SLC","UT","SEA","WA",2020,1,
0.00,14869,"SLC","UT","FSD","SD",2020,1,
0.00,12889,"LAS","NV","SAT","TX",2020,1,
0.00,14679,"SAN","CA","FAT","CA",2020,1,
0.00,14679,"SAN","CA","IND","IN",2020,1,
0.00,14679,"SAN","CA","LAX","CA",2020,1,
0.00,13230,"MDT","PA","EWR","NJ",2020,1,
0.00,12451,"JAX","FL","MSY","LA",2020,1,
0.00,10821,"BWI","MD","DTW","MI",2020,1,
0.00,10821,"BWI","MD","LGA","NY",2020,1,
0.00,13487,"MSP","MN","CID","IA",2020,1,
0.00,11884,"GEG","WA","CYS","WY",2020,1,
0.00,11884,"GEG","WA","LAX","CA",2020,1,
0.00,11884,"GEG","WA","SFO","CA",2020,1,
0.00,14570,"RNO","NV","SJC","CA",2020,1,
0.00,14570,"RNO","NV","COS","CO",2020,1,
0.00,14747,"SEA","WA","IND","IN",2020,1,
0.00,14747,"SEA","WA","COS","CO",2020,1,
0.00,11003,"CID","IA","BOS","MA",2020,1,
0.00,11233,"CYS","WY","DEN","CO",2020,1,
0.00,11233,"CYS","WY","SFO","CA",2020,1,
0.00,12003,"GTF","MT","MSO","MT",2020,1,
0.00,13342,"MKE","WI","ORD","IL",2020,1,
0.00,13342,"MKE","WI","IAH","TX",2020,1,
0.00,13486,"MSO","MT","DSM","IA",2020,1,
0.00,13485,"MSN","WI","IAH","TX",2020,1,
0.00,10620,"BIL","MT","JAC","WY",2020,1,
0.00,13931,"ORF","VA","STT","VI",2020,1,
0.00,13931,"ORF","VA","PBI","FL",2020,1,
0.00,14492,"RDU","NC","ATL","GA",2020,1,
0.00,12191,"HOU","TX","IAH","TX",2020,1,
0.00,12191,"HOU","TX","BWI","MD",2020,1,
0.00,12173,"HNL","HI","SMF","CA",2020,1,
0.00,14100,"PHL","PA","HOU","TX",2020,1,
0.00,13495,"MSY","LA","ALB","NY",2020,1,
0.00,13495,"MSY","LA","AUS","TX",2020,1,
0.00,14122,"PIT","PA","MSN","WI",2020,1,
0.00,12264,"IAD","VA","GSP","SC",2020,1,
0.00,11298,"DFW","TX","HNL","HI",2020,1,
0.00,11298,"DFW","TX","MSY","LA",2020,1,
0.00,11298,"DFW","TX","GRR","MI",2020,1,
0.00,10529,"BDL","CT","ATL","GA",2020,1,
0.00,10693,"BNA","TN","OMA","NE",2020,1,
0.00,10693,"BNA","TN","IAD","VA",2020,1,
0.00,12953,"LGA","NY","SAN","CA",2020,1,
0.00,12953,"LGA","NY","MSY","LA",2020,1,
0.00,12953,"LGA","NY","BOS","MA",2020,1,
0.00,10397,"ATL","GA","BOI","ID",2020,1,
0.00,10397,"ATL","GA","MSY","LA",2020,1,
0.00,12892,"LAX","CA","OMA","NE",2020,1,
0.00,12892,"LAX","CA","TPA","FL",2020,1,
0.00,12892,"LAX","CA","SAN","CA",2020,1,
0.00,12339,"IND","IN","PKB","WV",2020,1,
0.00,12339,"IND","IN","LCK","OH",2020,1,
0.00,12339,"IND","IN","SWF","NY",2020,1,
0.00,12339,"IND","IN","MCI","MO",2020,1,
0.00,12339,"IND","IN","CAE","SC",2020,1,
0.00,12339,"IND","IN","LGB","CA",2020,1,
0.00,12339,"IND","IN","JFK","NY",2020,1,
0.00,12339,"IND","IN","MCO","FL",2020,1,
0.00,12339,"IND","IN","MHT","NH",2020,1,
0.00,12339,"IND","IN","RIC","VA",2020,1,
0.00,12339,"IND","IN","FSD","SD",2020,1,
0.00,12339,"IND","IN","GRR","MI",2020,1,
0.00,10599,"BHM","AL","MEM","TN",2020,1,
0.00,11049,"CLL","TX","IAH","TX",2020,1,
0.00,14492,"RDU","NC","ILM","NC",2020,1,
0.00,14492,"RDU","NC","EWN","NC",2020,1,
0.00,14492,"RDU","NC","MEM","TN",2020,1,
0.00,14492,"RDU","NC","IND","IN",2020,1,
0.00,14492,"RDU","NC","LCK","OH",2020,1,
0.00,14574,"ROA","VA","MEM","TN",2020,1,
0.00,14574,"ROA","VA","HTS","WV",2020,1,
0.00,14574,"ROA","VA","SDF","KY",2020,1,
0.00,12173,"HNL","HI","ONT","CA",2020,1,
0.00,12173,"HNL","HI","OAK","CA",2020,1,
0.00,12173,"HNL","HI","MEM","TN",2020,1,
0.00,12173,"HNL","HI","LAX","CA",2020,1,
0.00,12173,"HNL","HI","LIH","HI",2020,1,
0.00,12173,"HNL","HI","JHM","HI",2020,1,
0.00,12173,"HNL","HI","LNY","HI",2020,1,
0.00,12173,"HNL","HI","MKK","HI",2020,1,
0.00,14100,"PHL","PA","GSO","NC",2020,1,
0.00,14100,"PHL","PA","OAK","CA",2020,1,
0.00,14100,"PHL","PA","MEM","TN",2020,1,
0.00,14100,"PHL","PA","IND","IN",2020,1,
0.00,14307,"PVD","RI","FWA","IN",2020,1,
0.00,14307,"PVD","RI","ACK","MA",2020,1,
0.00,14307,"PVD","RI","MVY","MA",2020,1,
0.00,13495,"MSY","LA","MEM","TN",2020,1,
0.00,14122,"PIT","PA","EWR","NJ",2020,1,
0.00,14122,"PIT","PA","SCE","PA",2020,1,
0.00,14122,"PIT","PA","MEM","TN",2020,1,
0.00,14122,"PIT","PA","IND","IN",2020,1,
0.00,14122,"PIT","PA","HTS","WV",2020,1,
0.00,14122,"PIT","PA","IPT","PA",2020,1,
0.00,12402,"ITO","HI","HNL","HI",2020,1,
0.00,12264,"IAD","VA","EWR","NJ",2020,1,
0.00,12264,"IAD","VA","MDT","PA",2020,1,
0.00,12264,"IAD","VA","MEM","TN",2020,1,
0.00,12264,"IAD","VA","IND","IN",2020,1,
0.00,12264,"IAD","VA","TLH","FL",2020,1,
0.00,11298,"DFW","TX","EWR","NJ",2020,1,
0.00,11298,"DFW","TX","PDX","OR",2020,1,
0.00,11298,"DFW","TX","MEM","TN",2020,1,
0.00,11298,"DFW","TX","IND","IN",2020,1,
0.00,10529,"BDL","CT","MEM","TN",2020,1,
0.00,10529,"BDL","CT","IND","IN",2020,1,
0.00,10529,"BDL","CT","BDR","CT",2020,1,
0.00,10693,"BNA","TN","GSO","NC",2020,1,
0.00,10693,"BNA","TN","MEM","TN",2020,1,
0.00,10693,"BNA","TN","IND","IN",2020,1,
0.00,15370,"TUL","OK","MEM","TN",2020,1,
0.00,15370,"TUL","OK","ICT","KS",2020,1,
0.00,15370,"TUL","OK","AFW","TX",2020,1,
0.00,16869,"XWA","ND","BIS","ND",2020,1,
0.00,16869,"XWA","ND","MOT","ND",2020,1,
0.00,16869,"XWA","ND","FAR","ND",2020,1,
0.00,11086,"CNO","CA","ONT","CA",2020,1,
0.00,15249,"TLH","FL","VQQ","FL",2020,1,
0.00,15249,"TLH","FL","MEM","TN",2020,1,
0.00,15249,"TLH","FL","MCO","FL",2020,1,
0.00,10397,"ATL","GA","EWR","NJ",2020,1,
0.00,10397,"ATL","GA","CSG","GA",2020,1,
0.00,10397,"ATL","GA","GSO","NC",2020,1,
0.00,10397,"ATL","GA","MEM","TN",2020,1,
0.00,10397,"ATL","GA","IND","IN",2020,1,
0.00,10397,"ATL","GA","AFW","TX",2020,1,
0.00,10170,"ADQ","AK","ANC","AK",2020,1,
0.00,12892,"LAX","CA","DTW","MI",2020,1,
0.00,12892,"LAX","CA","ORD","IL",2020,1,
0.00,12892,"LAX","CA","EWR","NJ",2020,1,
0.00,12892,"LAX","CA","OAK","CA",2020,1,
0.00,12892,"LAX","CA","SEA","WA",2020,1,
0.00,12892,"LAX","CA","MEM","TN",2020,1,
0.00,12892,"LAX","CA","IND","IN",2020,1,
0.00,12892,"LAX","CA","DFW","TX",2020,1,
0.00,12892,"LAX","CA","PHX","AZ",2020,1,
0.00,12892,"LAX","CA","TUS","AZ",2020,1,
0.00,12892,"LAX","CA","AFW","TX",2020,1,
0.00,11697,"FLL","FL","EWR","NJ",2020,1,
0.00,11697,"FLL","FL","GSO","NC",2020,1,
0.00,11697,"FLL","FL","EYW","FL",2020,1,
0.00,11697,"FLL","FL","MEM","TN",2020,1,
0.00,11697,"FLL","FL","RDU","NC",2020,1,
0.00,11697,"FLL","FL","TLH","FL",2020,1,
0.00,11697,"FLL","FL","ATL","GA",2020,1,
0.00,11697,"FLL","FL","AFW","TX",2020,1,
0.00,11697,"FLL","FL","MTH","FL",2020,1,
0.00,11630,"FAI","AK","ANC","AK",2020,1,
0.00,10849,"BZN","MT","GTF","MT",2020,1,
0.00,10721,"BOS","MA","EWR","NJ",2020,1,
0.00,10721,"BOS","MA","BWI","MD",2020,1,
0.00,10721,"BOS","MA","MEM","TN",2020,1,
0.00,10721,"BOS","MA","IND","IN",2020,1,
0.00,10721,"BOS","MA","GRR","MI",2020,1,
0.00,14831,"SJC","CA","MEM","TN",2020,1,
0.00,14831,"SJC","CA","IND","IN",2020,1,
0.00,15525,"UXK","CA","OAK","CA",2020,1,
0.00,14107,"PHX","AZ","FLG","AZ",2020,1,
0.00,14107,"PHX","AZ","ONT","CA",2020,1,
0.00,14107,"PHX","AZ","OAK","CA",2020,1,
0.00,14107,"PHX","AZ","SAN","CA",2020,1,
0.00,14107,"PHX","AZ","ABQ","NM",2020,1,
0.00,14107,"PHX","AZ","MEM","TN",2020,1,
0.00,14107,"PHX","AZ","IND","IN",2020,1,
0.00,14107,"PHX","AZ","NYL","AZ",2020,1,
0.00,14107,"PHX","AZ","AFW","TX",2020,1,
0.00,14107,"PHX","AZ","HII","AZ",2020,1,
0.00,12223,"HTS","WV","CID","IA",2020,1,
0.00,12223,"HTS","WV","MEM","TN",2020,1,
0.00,12223,"HTS","WV","ROA","VA",2020,1,
0.00,12223,"HTS","WV","BNA","TN",2020,1,
0.00,12223,"HTS","WV","LCK","OH",2020,1,
0.00,14843,"SJU","PR","MEM","TN",2020,1,
0.00,14843,"SJU","PR","STX","VI",2020,1,
0.00,14843,"SJU","PR","STT","VI",2020,1,
0.00,11315,"DIK","ND","BIS","ND",2020,1,
0.00,11315,"DIK","ND","FAR","ND",2020,1,
0.00,11648,"FCA","MT","GTF","MT",2020,1,
0.00,10800,"BUR","CA","MEM","TN",2020,1,
0.00,10800,"BUR","CA","IND","IN",2020,1,
0.00,10732,"BQN","PR","MEM","TN",2020,1,
0.00,14771,"SFO","CA","MEM","TN",2020,1,
0.00,15381,"TVF","MN","FAR","ND",2020,1,
0.00,15381,"TVF","MN","MEM","TN",2020,1,
0.00,12982,"LIH","HI","HNL","HI",2020,1,
0.00,10423,"AUS","TX","BWD","TX",2020,1,
0.00,10423,"AUS","TX","ELP","TX",2020,1,
0.00,10423,"AUS","TX","TX4","TX",2020,1,
0.00,10423,"AUS","TX","SLC","UT",2020,1,
0.00,10423,"AUS","TX","SJT","TX",2020,1,
0.00,10423,"AUS","TX","MEM","TN",2020,1,
0.00,10423,"AUS","TX","AFW","TX",2020,1,
0.00,14231,"PQI","ME","BGR","ME",2020,1,
0.00,14231,"PQI","ME","PWM","ME",2020,1,
0.00,13476,"MRY","CA","OAK","CA",2020,1,
0.00,14054,"PDT","OR","GEG","WA",2020,1,
0.00,14054,"PDT","OR","PSC","WA",2020,1,
0.00,14054,"PDT","OR","LGD","OR",2020,1,
0.00,10631,"BJI","MN","FAR","ND",2020,1,
0.00,13264,"MFR","OR","PDX","OR",2020,1,
0.00,13264,"MFR","OR","LMT","OR",2020,1,
0.00,10299,"ANC","AK","EWR","NJ",2020,1,
0.00,10299,"ANC","AK","OAK","CA",2020,1,
0.00,10299,"ANC","AK","MEM","TN",2020,1,
0.00,10299,"ANC","AK","IND","IN",2020,1,
0.00,10299,"ANC","AK","GUM","TT",2020,1,
0.00,10299,"ANC","AK","ADQ","AK",2020,1,
0.00,10299,"ANC","AK","FAI","AK",2020,1,
0.00,10299,"ANC","AK","ENA","AK",2020,1,
0.00,10299,"ANC","AK","HOM","AK",2020,1,
0.00,14698,"SBP","CA","ONT","CA",2020,1,
0.00,15041,"SUN","ID","SLC","UT",2020,1,
0.00,14908,"SNA","CA","MEM","TN",2020,1,
0.00,10194,"AFW","TX","ORD","IL",2020,1,
0.00,10194,"AFW","TX","SAT","TX",2020,1,
0.00,10194,"AFW","TX","IAH","TX",2020,1,
0.00,10194,"AFW","TX","ELP","TX",2020,1,
0.00,10194,"AFW","TX","LRD","TX",2020,1,
0.00,10194,"AFW","TX","DEN","CO",2020,1,
0.00,10194,"AFW","TX","SLC","UT",2020,1,
0.00,10194,"AFW","TX","OAK","CA",2020,1,
0.00,10194,"AFW","TX","MSP","MN",2020,1,
0.00,10194,"AFW","TX","SEA","WA",2020,1,
0.00,10194,"AFW","TX","PDX","OR",2020,1,
0.00,10194,"AFW","TX","LBB","TX",2020,1,
0.00,10194,"AFW","TX","MAF","TX",2020,1,
0.00,10194,"AFW","TX","MEM","TN",2020,1,
0.00,10194,"AFW","TX","MSY","LA",2020,1,
0.00,10194,"AFW","TX","TUL","OK",2020,1,
0.00,10194,"AFW","TX","LAX","CA",2020,1,
0.00,10194,"AFW","TX","FLL","FL",2020,1,
0.00,10194,"AFW","TX","BUR","CA",2020,1,
0.00,10194,"AFW","TX","AUS","TX",2020,1,
0.00,10194,"AFW","TX","MCI","MO",2020,1,
0.00,10194,"AFW","TX","ICT","KS",2020,1,
0.00,10194,"AFW","TX","SHV","LA",2020,1,
0.00,10194,"AFW","TX","LIT","AR",2020,1,
0.00,11050,"CLM","WA","SEA","WA",2020,1,
0.00,11198,"CVO","OR","PDX","OR",2020,1,
0.00,11470,"EAT","WA","GEG","WA",2020,1,
0.00,11470,"EAT","WA","YKM","WA",2020,1,
0.00,11555,"ENA","AK","ANC","AK",2020,1,
0.00,12917,"LCK","OH","CVG","KY",2020,1,
0.00,12917,"LCK","OH","EWR","NJ",2020,1,
0.00,12917,"LCK","OH","MEM","TN",2020,1,
0.00,12917,"LCK","OH","IND","IN",2020,1,
0.00,12917,"LCK","OH","PKB","WV",2020,1,
0.00,11588,"ESD","WA","BLI","WA",2020,1,
0.00,11588,"ESD","WA","FRD","WA",2020,1,
0.00,10654,"BKW","WV","HTS","WV",2020,1,
0.00,11711,"FMN","NM","DRO","CO",2020,1,
0.00,11711,"FMN","NM","ABQ","NM",2020,1,
0.00,11711,"FMN","NM","GUP","NM",2020,1,
0.00,12094,"HDN","CO","CPR","WY",2020,1,
0.00,11762,"FRD","WA","BLI","WA",2020,1,
0.00,11762,"FRD","WA","ESD","WA",2020,1,
0.00,12018,"GUP","NM","ABQ","NM",2020,1,
0.00,12018,"GUP","NM","FMN","NM",2020,1,
0.00,13198,"MCI","MO","ORD","IL",2020,1,
0.00,13198,"MCI","MO","DEN","CO",2020,1,
0.00,13198,"MCI","MO","SLC","UT",2020,1,
0.00,13198,"MCI","MO","MEM","TN",2020,1,
0.00,13198,"MCI","MO","IND","IN",2020,1,
0.00,13198,"MCI","MO","AFW","TX",2020,1,
0.00,14691,"SBD","CA","MEM","TN",2020,1,
0.00,12132,"HII","AZ","PHX","AZ",2020,1,
0.00,12184,"HOM","AK","ANC","AK",2020,1,
0.00,15070,"SWF","NY","MEM","TN",2020,1,
0.00,12956,"LGD","OR","PDT","OR",2020,1,
0.00,15376,"TUS","AZ","ELP","TX",2020,1,
0.00,15376,"TUS","AZ","MEM","TN",2020,1,
0.00,13024,"LMT","OR","PDX","OR",2020,1,
0.00,13024,"LMT","OR","RDM","OR",2020,1,
0.00,13024,"LMT","OR","MFR","OR",2020,1,
0.00,13540,"MVW","WA","SEA","WA",2020,1,
